transaction_id,item
product_0114,keyword=toshiba
product_0114,keyword=touch
product_0115,brand=asus
product_0115,price_segment=premium
product_0115,ram_bucket=unknown
product_0115,storage_bucket=128gb
product_0115,cpu_family=i7
product_0115,rating_bucket=low
product_0115,keyword=core
product_0115,keyword=asus
product_0116,brand=asus
product_0116,price_segment=premium
product_0116,ram_bucket=unknown
product_0116,storage_bucket=128gb
product_0116,cpu_family=i7
product_0116,rating_bucket=medium
product_0116,keyword=core
product_0116,keyword=home
product_0116,keyword=asus
product_0116,keyword=geforce
product_0116,keyword=strix
