antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"keyword=latitude, ram_bucket=unknown, storage_bucket=128gb","brand=dell, keyword=core, keyword=dell",0.1111111111111111,0.17094017094017094,0.1111111111111111,1.0,5.85,1.0,0.09211775878442545,inf,0.9326923076923077,0.6499999999999999,1.0,0.825
"keyword=core, keyword=dell, keyword=latitude","brand=dell, ram_bucket=unknown, storage_bucket=128gb",0.1111111111111111,0.17094017094017094,0.1111111111111111,1.0,5.85,1.0,0.09211775878442545,inf,0.9326923076923077,0.6499999999999999,1.0,0.825
"keyword=core, keyword=latitude, storage_bucket=128gb","brand=dell, keyword=dell, ram_bucket=unknown",0.1111111111111111,0.17094017094017094,0.1111111111111111,1.0,5.85,1.0,0.09211775878442545,inf,0.9326923076923077,0.6499999999999999,1.0,0.825
"keyword=dell, keyword=latitude, storage_bucket=128gb","brand=dell, keyword=core, ram_bucket=unknown",0.1111111111111111,0.17094017094017094,0.1111111111111111,1.0,5.85,1.0,0.09211775878442545,inf,0.9326923076923077,0.6499999999999999,1.0,0.825
"brand=dell, keyword=latitude","keyword=core, keyword=dell, ram_bucket=unknown, storage_bucket=128gb",0.1111111111111111,0.17094017094017094,0.1111111111111111,1.0,5.85,1.0,0.09211775878442545,inf,0.9326923076923077,0.6499999999999999,1.0,0.825
"keyword=acer, keyword=core, storage_bucket=128gb",brand=acer,0.15384615384615385,0.21367521367521367,0.15384615384615385,1.0,4.680000000000001,1.0,0.12097304404996714,inf,0.9292929292929294,0.72,1.0,0.8600000000000001
"brand=acer, keyword=acer, keyword=core",storage_bucket=128gb,0.15384615384615385,1.0,0.15384615384615385,1.0,1.0,1.0,0.0,inf,0.0,0.15384615384615388,0.0,0.5769230769230769
"brand=acer, keyword=core, storage_bucket=128gb",keyword=acer,0.15384615384615385,0.21367521367521367,0.15384615384615385,1.0,4.680000000000001,1.0,0.12097304404996714,inf,0.9292929292929294,0.72,1.0,0.8600000000000001
"keyword=acer, keyword=core","brand=acer, storage_bucket=128gb",0.15384615384615385,0.21367521367521367,0.15384615384615385,1.0,4.680000000000001,1.0,0.12097304404996714,inf,0.9292929292929294,0.72,1.0,0.8600000000000001
"brand=acer, keyword=core","keyword=acer, storage_bucket=128gb",0.15384615384615385,0.21367521367521367,0.15384615384615385,1.0,4.680000000000001,1.0,0.12097304404996714,inf,0.9292929292929294,0.72,1.0,0.8600000000000001
"brand=acer, keyword=core, storage_bucket=128gb",ram_bucket=unknown,0.15384615384615385,1.0,0.15384615384615385,1.0,1.0,1.0,0.0,inf,0.0,0.15384615384615388,0.0,0.5769230769230769
"brand=acer, keyword=core, ram_bucket=unknown",storage_bucket=128gb,0.15384615384615385,1.0,0.15384615384615385,1.0,1.0,1.0,0.0,inf,0.0,0.15384615384615388,0.0,0.5769230769230769
"brand=acer, keyword=core","ram_bucket=unknown, storage_bucket=128gb",0.15384615384615385,1.0,0.15384615384615385,1.0,1.0,1.0,0.0,inf,0.0,0.15384615384615388,0.0,0.5769230769230769
"keyword=latitude, ram_bucket=unknown","brand=dell, keyword=core, keyword=dell, storage_bucket=128gb",0.1111111111111111,0.17094017094017094,0.1111111111111111,1.0,5.85,1.0,0.09211775878442545,inf,0.9326923076923077,0.6499999999999999,1.0,0.825
"brand=dell, keyword=dell, keyword=latitude, storage_bucket=128gb","keyword=core, ram_bucket=unknown",0.1111111111111111,0.8034188034188035,0.1111111111111111,1.0,1.2446808510638296,1.0,0.0218423551756885,inf,0.22115384615384606,0.1382978723404255,1.0,0.5691489361702128
"keyword=core, keyword=dell, keyword=latitude, ram_bucket=unknown","brand=dell, storage_bucket=128gb",0.1111111111111111,0.17094017094017094,0.1111111111111111,1.0,5.85,1.0,0.09211775878442545,inf,0.9326923076923077,0.6499999999999999,1.0,0.825
"keyword=core, keyword=latitude, ram_bucket=unknown, storage_bucket=128gb","brand=dell, keyword=dell",0.1111111111111111,0.17094017094017094,0.1111111111111111,1.0,5.85,1.0,0.09211775878442545,inf,0.9326923076923077,0.6499999999999999,1.0,0.825
"keyword=dell, keyword=latitude, ram_bucket=unknown, storage_bucket=128gb","brand=dell, keyword=core",0.1111111111111111,0.17094017094017094,0.1111111111111111,1.0,5.85,1.0,0.09211775878442545,inf,0.9326923076923077,0.6499999999999999,1.0,0.825
"keyword=core, keyword=dell, keyword=latitude, storage_bucket=128gb","brand=dell, ram_bucket=unknown",0.1111111111111111,0.17094017094017094,0.1111111111111111,1.0,5.85,1.0,0.09211775878442545,inf,0.9326923076923077,0.6499999999999999,1.0,0.825
"brand=dell, keyword=latitude, ram_bucket=unknown","keyword=core, keyword=dell, storage_bucket=128gb",0.1111111111111111,0.17094017094017094,0.1111111111111111,1.0,5.85,1.0,0.09211775878442545,inf,0.9326923076923077,0.6499999999999999,1.0,0.825
"brand=dell, keyword=core, keyword=latitude","keyword=dell, ram_bucket=unknown, storage_bucket=128gb",0.1111111111111111,0.17094017094017094,0.1111111111111111,1.0,5.85,1.0,0.09211775878442545,inf,0.9326923076923077,0.6499999999999999,1.0,0.825
"brand=dell, keyword=dell, keyword=latitude","keyword=core, ram_bucket=unknown, storage_bucket=128gb",0.1111111111111111,0.8034188034188035,0.1111111111111111,1.0,1.2446808510638296,1.0,0.0218423551756885,inf,0.22115384615384606,0.1382978723404255,1.0,0.5691489361702128
"keyword=acer, keyword=core, ram_bucket=unknown",brand=acer,0.15384615384615385,0.21367521367521367,0.15384615384615385,1.0,4.680000000000001,1.0,0.12097304404996714,inf,0.9292929292929294,0.72,1.0,0.8600000000000001
"brand=acer, keyword=acer, keyword=core",ram_bucket=unknown,0.15384615384615385,1.0,0.15384615384615385,1.0,1.0,1.0,0.0,inf,0.0,0.15384615384615388,0.0,0.5769230769230769
"brand=acer, keyword=core, ram_bucket=unknown",keyword=acer,0.15384615384615385,0.21367521367521367,0.15384615384615385,1.0,4.680000000000001,1.0,0.12097304404996714,inf,0.9292929292929294,0.72,1.0,0.8600000000000001
"keyword=acer, keyword=core","brand=acer, ram_bucket=unknown",0.15384615384615385,0.21367521367521367,0.15384615384615385,1.0,4.680000000000001,1.0,0.12097304404996714,inf,0.9292929292929294,0.72,1.0,0.8600000000000001
"brand=acer, keyword=core","keyword=acer, ram_bucket=unknown",0.15384615384615385,0.21367521367521367,0.15384615384615385,1.0,4.680000000000001,1.0,0.12097304404996714,inf,0.9292929292929294,0.72,1.0,0.8600000000000001
"cpu_family=i7, keyword=home, ram_bucket=unknown",keyword=core,0.15384615384615385,0.8034188034188035,0.15384615384615385,1.0,1.2446808510638296,1.0,0.03024326101249178,inf,0.2323232323232323,0.19148936170212766,1.0,0.5957446808510638
"cpu_family=i7, keyword=core, keyword=home",ram_bucket=unknown,0.15384615384615385,1.0,0.15384615384615385,1.0,1.0,1.0,0.0,inf,0.0,0.15384615384615388,0.0,0.5769230769230769
"brand=dell, keyword=latitude, storage_bucket=128gb","keyword=core, keyword=dell, ram_bucket=unknown",0.1111111111111111,0.17094017094017094,0.1111111111111111,1.0,5.85,1.0,0.09211775878442545,inf,0.9326923076923077,0.6499999999999999,1.0,0.825
"brand=dell, keyword=core, keyword=latitude, ram_bucket=unknown","keyword=dell, storage_bucket=128gb",0.1111111111111111,0.17094017094017094,0.1111111111111111,1.0,5.85,1.0,0.09211775878442545,inf,0.9326923076923077,0.6499999999999999,1.0,0.825
"brand=dell, keyword=dell, keyword=latitude, ram_bucket=unknown","keyword=core, storage_bucket=128gb",0.1111111111111111,0.8034188034188035,0.1111111111111111,1.0,1.2446808510638296,1.0,0.0218423551756885,inf,0.22115384615384606,0.1382978723404255,1.0,0.5691489361702128
"brand=dell, keyword=latitude, ram_bucket=unknown, storage_bucket=128gb","keyword=core, keyword=dell",0.1111111111111111,0.17094017094017094,0.1111111111111111,1.0,5.85,1.0,0.09211775878442545,inf,0.9326923076923077,0.6499999999999999,1.0,0.825
"brand=dell, keyword=core, keyword=dell, keyword=latitude","ram_bucket=unknown, storage_bucket=128gb",0.1111111111111111,1.0,0.1111111111111111,1.0,1.0,1.0,0.0,inf,0.0,0.1111111111111111,0.0,0.5555555555555556
"cpu_family=i7, keyword=home","keyword=core, ram_bucket=unknown",0.15384615384615385,0.8034188034188035,0.15384615384615385,1.0,1.2446808510638296,1.0,0.03024326101249178,inf,0.2323232323232323,0.19148936170212766,1.0,0.5957446808510638
"keyword=core, keyword=home, price_segment=midrange, ram_bucket=unknown",storage_bucket=128gb,0.15384615384615385,1.0,0.15384615384615385,1.0,1.0,1.0,0.0,inf,0.0,0.15384615384615388,0.0,0.5769230769230769
"keyword=home, price_segment=midrange, ram_bucket=unknown, storage_bucket=128gb",keyword=core,0.15384615384615385,0.8034188034188035,0.15384615384615385,1.0,1.2446808510638296,1.0,0.03024326101249178,inf,0.2323232323232323,0.19148936170212766,1.0,0.5957446808510638
"keyword=core, keyword=home, price_segment=midrange, storage_bucket=128gb",ram_bucket=unknown,0.15384615384615385,1.0,0.15384615384615385,1.0,1.0,1.0,0.0,inf,0.0,0.15384615384615388,0.0,0.5769230769230769
"keyword=home, price_segment=midrange, ram_bucket=unknown","keyword=core, storage_bucket=128gb",0.15384615384615385,0.8034188034188035,0.15384615384615385,1.0,1.2446808510638296,1.0,0.03024326101249178,inf,0.2323232323232323,0.19148936170212766,1.0,0.5957446808510638
"keyword=core, keyword=home, price_segment=midrange","ram_bucket=unknown, storage_bucket=128gb",0.15384615384615385,1.0,0.15384615384615385,1.0,1.0,1.0,0.0,inf,0.0,0.15384615384615388,0.0,0.5769230769230769
"keyword=home, price_segment=midrange, storage_bucket=128gb","keyword=core, ram_bucket=unknown",0.15384615384615385,0.8034188034188035,0.15384615384615385,1.0,1.2446808510638296,1.0,0.03024326101249178,inf,0.2323232323232323,0.19148936170212766,1.0,0.5957446808510638
"keyword=home, price_segment=midrange","keyword=core, ram_bucket=unknown, storage_bucket=128gb",0.15384615384615385,0.8034188034188035,0.15384615384615385,1.0,1.2446808510638296,1.0,0.03024326101249178,inf,0.2323232323232323,0.19148936170212766,1.0,0.5957446808510638
"cpu_family=i7, keyword=core, keyword=home, ram_bucket=unknown",storage_bucket=128gb,0.15384615384615385,1.0,0.15384615384615385,1.0,1.0,1.0,0.0,inf,0.0,0.15384615384615388,0.0,0.5769230769230769
"cpu_family=i7, keyword=home, ram_bucket=unknown, storage_bucket=128gb",keyword=core,0.15384615384615385,0.8034188034188035,0.15384615384615385,1.0,1.2446808510638296,1.0,0.03024326101249178,inf,0.2323232323232323,0.19148936170212766,1.0,0.5957446808510638
"cpu_family=i7, keyword=core, keyword=home, storage_bucket=128gb",ram_bucket=unknown,0.15384615384615385,1.0,0.15384615384615385,1.0,1.0,1.0,0.0,inf,0.0,0.15384615384615388,0.0,0.5769230769230769
"brand=dell, keyword=core, keyword=latitude, storage_bucket=128gb","keyword=dell, ram_bucket=unknown",0.1111111111111111,0.17094017094017094,0.1111111111111111,1.0,5.85,1.0,0.09211775878442545,inf,0.9326923076923077,0.6499999999999999,1.0,0.825
"cpu_family=i7, keyword=home",storage_bucket=128gb,0.15384615384615385,1.0,0.15384615384615385,1.0,1.0,1.0,0.0,inf,0.0,0.15384615384615388,0.0,0.5769230769230769
"cpu_family=i7, keyword=home, ram_bucket=unknown","keyword=core, storage_bucket=128gb",0.15384615384615385,0.8034188034188035,0.15384615384615385,1.0,1.2446808510638296,1.0,0.03024326101249178,inf,0.2323232323232323,0.19148936170212766,1.0,0.5957446808510638
"cpu_family=i7, keyword=core, keyword=home","ram_bucket=unknown, storage_bucket=128gb",0.15384615384615385,1.0,0.15384615384615385,1.0,1.0,1.0,0.0,inf,0.0,0.15384615384615388,0.0,0.5769230769230769
"cpu_family=i7, keyword=home, storage_bucket=128gb","keyword=core, ram_bucket=unknown",0.15384615384615385,0.8034188034188035,0.15384615384615385,1.0,1.2446808510638296,1.0,0.03024326101249178,inf,0.2323232323232323,0.19148936170212766,1.0,0.5957446808510638
"cpu_family=i7, keyword=home","keyword=core, ram_bucket=unknown, storage_bucket=128gb",0.15384615384615385,0.8034188034188035,0.15384615384615385,1.0,1.2446808510638296,1.0,0.03024326101249178,inf,0.2323232323232323,0.19148936170212766,1.0,0.5957446808510638
"keyword=home, price_segment=midrange",ram_bucket=unknown,0.15384615384615385,1.0,0.15384615384615385,1.0,1.0,1.0,0.0,inf,0.0,0.15384615384615388,0.0,0.5769230769230769
"keyword=home, price_segment=midrange",storage_bucket=128gb,0.15384615384615385,1.0,0.15384615384615385,1.0,1.0,1.0,0.0,inf,0.0,0.15384615384615388,0.0,0.5769230769230769
"keyword=home, price_segment=midrange, storage_bucket=128gb",keyword=core,0.15384615384615385,0.8034188034188035,0.15384615384615385,1.0,1.2446808510638296,1.0,0.03024326101249178,inf,0.2323232323232323,0.19148936170212766,1.0,0.5957446808510638
"keyword=core, keyword=home, price_segment=midrange",storage_bucket=128gb,0.15384615384615385,1.0,0.15384615384615385,1.0,1.0,1.0,0.0,inf,0.0,0.15384615384615388,0.0,0.5769230769230769
"keyword=home, price_segment=midrange","keyword=core, storage_bucket=128gb",0.15384615384615385,0.8034188034188035,0.15384615384615385,1.0,1.2446808510638296,1.0,0.03024326101249178,inf,0.2323232323232323,0.19148936170212766,1.0,0.5957446808510638
"keyword=core, rating_bucket=high","ram_bucket=unknown, storage_bucket=128gb",0.1111111111111111,1.0,0.1111111111111111,1.0,1.0,1.0,0.0,inf,0.0,0.1111111111111111,0.0,0.5555555555555556
"brand=dell, keyword=core, keyword=dell, keyword=latitude, ram_bucket=unknown",storage_bucket=128gb,0.1111111111111111,1.0,0.1111111111111111,1.0,1.0,1.0,0.0,inf,0.0,0.1111111111111111,0.0,0.5555555555555556
"brand=dell, keyword=core, keyword=latitude, ram_bucket=unknown, storage_bucket=128gb",keyword=dell,0.1111111111111111,0.17094017094017094,0.1111111111111111,1.0,5.85,1.0,0.09211775878442545,inf,0.9326923076923077,0.6499999999999999,1.0,0.825
"brand=dell, keyword=dell, keyword=latitude, ram_bucket=unknown, storage_bucket=128gb",keyword=core,0.1111111111111111,0.8034188034188035,0.1111111111111111,1.0,1.2446808510638296,1.0,0.0218423551756885,inf,0.22115384615384606,0.1382978723404255,1.0,0.5691489361702128
"brand=dell, keyword=core, keyword=dell, keyword=latitude, storage_bucket=128gb",ram_bucket=unknown,0.1111111111111111,1.0,0.1111111111111111,1.0,1.0,1.0,0.0,inf,0.0,0.1111111111111111,0.0,0.5555555555555556
"keyword=core, keyword=dell, keyword=latitude, ram_bucket=unknown, storage_bucket=128gb",brand=dell,0.1111111111111111,0.17094017094017094,0.1111111111111111,1.0,5.85,1.0,0.09211775878442545,inf,0.9326923076923077,0.6499999999999999,1.0,0.825
"keyword=latitude, ram_bucket=unknown, storage_bucket=128gb",keyword=dell,0.1111111111111111,0.17094017094017094,0.1111111111111111,1.0,5.85,1.0,0.09211775878442545,inf,0.9326923076923077,0.6499999999999999,1.0,0.825
"keyword=dell, keyword=latitude, ram_bucket=unknown",storage_bucket=128gb,0.1111111111111111,1.0,0.1111111111111111,1.0,1.0,1.0,0.0,inf,0.0,0.1111111111111111,0.0,0.5555555555555556
"keyword=dell, keyword=latitude, storage_bucket=128gb",ram_bucket=unknown,0.1111111111111111,1.0,0.1111111111111111,1.0,1.0,1.0,0.0,inf,0.0,0.1111111111111111,0.0,0.5555555555555556
"keyword=latitude, ram_bucket=unknown","keyword=dell, storage_bucket=128gb",0.1111111111111111,0.17094017094017094,0.1111111111111111,1.0,5.85,1.0,0.09211775878442545,inf,0.9326923076923077,0.6499999999999999,1.0,0.825
"keyword=latitude, storage_bucket=128gb","keyword=dell, ram_bucket=unknown",0.1111111111111111,0.17094017094017094,0.1111111111111111,1.0,5.85,1.0,0.09211775878442545,inf,0.9326923076923077,0.6499999999999999,1.0,0.825
"keyword=dell, keyword=latitude","ram_bucket=unknown, storage_bucket=128gb",0.1111111111111111,1.0,0.1111111111111111,1.0,1.0,1.0,0.0,inf,0.0,0.1111111111111111,0.0,0.5555555555555556
keyword=latitude,"keyword=dell, ram_bucket=unknown, storage_bucket=128gb",0.1111111111111111,0.17094017094017094,0.1111111111111111,1.0,5.85,1.0,0.09211775878442545,inf,0.9326923076923077,0.6499999999999999,1.0,0.825
"keyword=core, rating_bucket=high, storage_bucket=128gb",ram_bucket=unknown,0.1111111111111111,1.0,0.1111111111111111,1.0,1.0,1.0,0.0,inf,0.0,0.1111111111111111,0.0,0.5555555555555556
"keyword=core, ram_bucket=unknown, rating_bucket=high",storage_bucket=128gb,0.1111111111111111,1.0,0.1111111111111111,1.0,1.0,1.0,0.0,inf,0.0,0.1111111111111111,0.0,0.5555555555555556
"keyword=acer, keyword=core",storage_bucket=128gb,0.15384615384615385,1.0,0.15384615384615385,1.0,1.0,1.0,0.0,inf,0.0,0.15384615384615388,0.0,0.5769230769230769
"cpu_family=i7, keyword=home",ram_bucket=unknown,0.15384615384615385,1.0,0.15384615384615385,1.0,1.0,1.0,0.0,inf,0.0,0.15384615384615388,0.0,0.5769230769230769
"keyword=home, price_segment=midrange, ram_bucket=unknown",keyword=core,0.15384615384615385,0.8034188034188035,0.15384615384615385,1.0,1.2446808510638296,1.0,0.03024326101249178,inf,0.2323232323232323,0.19148936170212766,1.0,0.5957446808510638
"keyword=core, keyword=home, price_segment=midrange",ram_bucket=unknown,0.15384615384615385,1.0,0.15384615384615385,1.0,1.0,1.0,0.0,inf,0.0,0.15384615384615388,0.0,0.5769230769230769
"keyword=home, price_segment=midrange","keyword=core, ram_bucket=unknown",0.15384615384615385,0.8034188034188035,0.15384615384615385,1.0,1.2446808510638296,1.0,0.03024326101249178,inf,0.2323232323232323,0.19148936170212766,1.0,0.5957446808510638
"keyword=acer, keyword=core",brand=acer,0.15384615384615385,0.21367521367521367,0.15384615384615385,1.0,4.680000000000001,1.0,0.12097304404996714,inf,0.9292929292929294,0.72,1.0,0.8600000000000001
"brand=acer, keyword=core",keyword=acer,0.15384615384615385,0.21367521367521367,0.15384615384615385,1.0,4.680000000000001,1.0,0.12097304404996714,inf,0.9292929292929294,0.72,1.0,0.8600000000000001
"cpu_family=i5, price_segment=premium",ram_bucket=unknown,0.1452991452991453,1.0,0.1452991452991453,1.0,1.0,1.0,0.0,inf,0.0,0.14529914529914534,0.0,0.5726495726495726
"cpu_family=i5, price_segment=premium",storage_bucket=128gb,0.1452991452991453,1.0,0.1452991452991453,1.0,1.0,1.0,0.0,inf,0.0,0.14529914529914534,0.0,0.5726495726495726
"cpu_family=i5, price_segment=premium, storage_bucket=128gb",ram_bucket=unknown,0.1452991452991453,1.0,0.1452991452991453,1.0,1.0,1.0,0.0,inf,0.0,0.14529914529914534,0.0,0.5726495726495726
"cpu_family=i5, price_segment=premium, ram_bucket=unknown",storage_bucket=128gb,0.1452991452991453,1.0,0.1452991452991453,1.0,1.0,1.0,0.0,inf,0.0,0.14529914529914534,0.0,0.5726495726495726
"cpu_family=i5, price_segment=premium","ram_bucket=unknown, storage_bucket=128gb",0.1452991452991453,1.0,0.1452991452991453,1.0,1.0,1.0,0.0,inf,0.0,0.14529914529914534,0.0,0.5726495726495726
"brand=lenovo, keyword=core",storage_bucket=128gb,0.1452991452991453,1.0,0.1452991452991453,1.0,1.0,1.0,0.0,inf,0.0,0.14529914529914534,0.0,0.5726495726495726
"keyword=core, keyword=lenovo",brand=lenovo,0.1452991452991453,0.17094017094017094,0.1452991452991453,1.0,5.85,1.0,0.12046168456424867,inf,0.9700000000000001,0.8500000000000002,1.0,0.925
"brand=lenovo, keyword=core",keyword=lenovo,0.1452991452991453,0.17094017094017094,0.1452991452991453,1.0,5.85,1.0,0.12046168456424867,inf,0.9700000000000001,0.8500000000000002,1.0,0.925
"brand=lenovo, keyword=core, storage_bucket=128gb",ram_bucket=unknown,0.1452991452991453,1.0,0.1452991452991453,1.0,1.0,1.0,0.0,inf,0.0,0.14529914529914534,0.0,0.5726495726495726
"brand=acer, keyword=acer, keyword=aspire, price_segment=budget",ram_bucket=unknown,0.11965811965811966,1.0,0.11965811965811966,1.0,1.0,1.0,0.0,inf,0.0,0.11965811965811966,0.0,0.5598290598290598
"brand=acer, keyword=aspire, price_segment=budget","keyword=acer, ram_bucket=unknown",0.11965811965811966,0.21367521367521367,0.11965811965811966,1.0,4.680000000000001,1.0,0.09409014537219666,inf,0.8932038834951458,0.5600000000000002,1.0,0.78
"keyword=acer, keyword=aspire, price_segment=budget","brand=acer, ram_bucket=unknown",0.11965811965811966,0.21367521367521367,0.11965811965811966,1.0,4.680000000000001,1.0,0.09409014537219666,inf,0.8932038834951458,0.5600000000000002,1.0,0.78
"cpu_family=i5, keyword=dell, storage_bucket=128gb","brand=dell, ram_bucket=unknown",0.1111111111111111,0.17094017094017094,0.1111111111111111,1.0,5.85,1.0,0.09211775878442545,inf,0.9326923076923077,0.6499999999999999,1.0,0.825
"brand=dell, cpu_family=i5","keyword=dell, ram_bucket=unknown, storage_bucket=128gb",0.1111111111111111,0.17094017094017094,0.1111111111111111,1.0,5.85,1.0,0.09211775878442545,inf,0.9326923076923077,0.6499999999999999,1.0,0.825
"keyword=geforce, ram_bucket=unknown, rating_bucket=low, storage_bucket=128gb",keyword=core,0.1452991452991453,0.8034188034188035,0.1452991452991453,1.0,1.2446808510638296,1.0,0.028563079845131123,inf,0.22999999999999995,0.18085106382978725,1.0,0.5904255319148937
"brand=lenovo, keyword=core, ram_bucket=unknown",storage_bucket=128gb,0.1452991452991453,1.0,0.1452991452991453,1.0,1.0,1.0,0.0,inf,0.0,0.14529914529914534,0.0,0.5726495726495726
"brand=lenovo, keyword=core","ram_bucket=unknown, storage_bucket=128gb",0.1452991452991453,1.0,0.1452991452991453,1.0,1.0,1.0,0.0,inf,0.0,0.14529914529914534,0.0,0.5726495726495726
"keyword=core, keyword=lenovo, storage_bucket=128gb",brand=lenovo,0.1452991452991453,0.17094017094017094,0.1452991452991453,1.0,5.85,1.0,0.12046168456424867,inf,0.9700000000000001,0.8500000000000002,1.0,0.925
"brand=lenovo, keyword=core, keyword=lenovo",storage_bucket=128gb,0.1452991452991453,1.0,0.1452991452991453,1.0,1.0,1.0,0.0,inf,0.0,0.14529914529914534,0.0,0.5726495726495726
"brand=lenovo, keyword=core, storage_bucket=128gb",keyword=lenovo,0.1452991452991453,0.17094017094017094,0.1452991452991453,1.0,5.85,1.0,0.12046168456424867,inf,0.9700000000000001,0.8500000000000002,1.0,0.925
"keyword=core, keyword=lenovo","brand=lenovo, storage_bucket=128gb",0.1452991452991453,0.17094017094017094,0.1452991452991453,1.0,5.85,1.0,0.12046168456424867,inf,0.9700000000000001,0.8500000000000002,1.0,0.925
"brand=lenovo, keyword=core","keyword=lenovo, storage_bucket=128gb",0.1452991452991453,0.17094017094017094,0.1452991452991453,1.0,5.85,1.0,0.12046168456424867,inf,0.9700000000000001,0.8500000000000002,1.0,0.925
"cpu_family=i5, keyword=dell","brand=dell, ram_bucket=unknown, storage_bucket=128gb",0.1111111111111111,0.17094017094017094,0.1111111111111111,1.0,5.85,1.0,0.09211775878442545,inf,0.9326923076923077,0.6499999999999999,1.0,0.825
"brand=dell, cpu_family=i5, ram_bucket=unknown",storage_bucket=128gb,0.1111111111111111,1.0,0.1111111111111111,1.0,1.0,1.0,0.0,inf,0.0,0.1111111111111111,0.0,0.5555555555555556
"brand=dell, cpu_family=i5, storage_bucket=128gb",ram_bucket=unknown,0.1111111111111111,1.0,0.1111111111111111,1.0,1.0,1.0,0.0,inf,0.0,0.1111111111111111,0.0,0.5555555555555556
"brand=dell, cpu_family=i5","ram_bucket=unknown, storage_bucket=128gb",0.1111111111111111,1.0,0.1111111111111111,1.0,1.0,1.0,0.0,inf,0.0,0.1111111111111111,0.0,0.5555555555555556
"keyword=geforce, price_segment=midrange, storage_bucket=128gb",keyword=core,0.11965811965811966,0.8034188034188035,0.11965811965811966,1.0,1.2446808510638296,1.0,0.023522536343049155,inf,0.22330097087378634,0.14893617021276595,1.0,0.574468085106383
"keyword=core, keyword=geforce, price_segment=midrange",storage_bucket=128gb,0.11965811965811966,1.0,0.11965811965811966,1.0,1.0,1.0,0.0,inf,0.0,0.11965811965811966,0.0,0.5598290598290598
"keyword=geforce, price_segment=midrange","keyword=core, storage_bucket=128gb",0.11965811965811966,0.8034188034188035,0.11965811965811966,1.0,1.2446808510638296,1.0,0.023522536343049155,inf,0.22330097087378634,0.14893617021276595,1.0,0.574468085106383
"keyword=geforce, keyword=home, rating_bucket=low",keyword=core,0.11965811965811966,0.8034188034188035,0.11965811965811966,1.0,1.2446808510638296,1.0,0.023522536343049155,inf,0.22330097087378634,0.14893617021276595,1.0,0.574468085106383
"keyword=geforce, price_segment=midrange, ram_bucket=unknown",keyword=core,0.11965811965811966,0.8034188034188035,0.11965811965811966,1.0,1.2446808510638296,1.0,0.023522536343049155,inf,0.22330097087378634,0.14893617021276595,1.0,0.574468085106383
"keyword=core, keyword=geforce, price_segment=midrange",ram_bucket=unknown,0.11965811965811966,1.0,0.11965811965811966,1.0,1.0,1.0,0.0,inf,0.0,0.11965811965811966,0.0,0.5598290598290598
"keyword=geforce, price_segment=midrange","keyword=core, ram_bucket=unknown",0.11965811965811966,0.8034188034188035,0.11965811965811966,1.0,1.2446808510638296,1.0,0.023522536343049155,inf,0.22330097087378634,0.14893617021276595,1.0,0.574468085106383
"keyword=geforce, ram_bucket=unknown, rating_bucket=low",keyword=core,0.1452991452991453,0.8034188034188035,0.1452991452991453,1.0,1.2446808510638296,1.0,0.028563079845131123,inf,0.22999999999999995,0.18085106382978725,1.0,0.5904255319148937
"keyword=core, keyword=lenovo, ram_bucket=unknown",brand=lenovo,0.1452991452991453,0.17094017094017094,0.1452991452991453,1.0,5.85,1.0,0.12046168456424867,inf,0.9700000000000001,0.8500000000000002,1.0,0.925
"brand=lenovo, keyword=core, keyword=lenovo",ram_bucket=unknown,0.1452991452991453,1.0,0.1452991452991453,1.0,1.0,1.0,0.0,inf,0.0,0.14529914529914534,0.0,0.5726495726495726
"brand=lenovo, keyword=core, ram_bucket=unknown",keyword=lenovo,0.1452991452991453,0.17094017094017094,0.1452991452991453,1.0,5.85,1.0,0.12046168456424867,inf,0.9700000000000001,0.8500000000000002,1.0,0.925
"keyword=core, keyword=lenovo","brand=lenovo, ram_bucket=unknown",0.1452991452991453,0.17094017094017094,0.1452991452991453,1.0,5.85,1.0,0.12046168456424867,inf,0.9700000000000001,0.8500000000000002,1.0,0.925
"brand=lenovo, keyword=core","keyword=lenovo, ram_bucket=unknown",0.1452991452991453,0.17094017094017094,0.1452991452991453,1.0,5.85,1.0,0.12046168456424867,inf,0.9700000000000001,0.8500000000000002,1.0,0.925
"brand=lenovo, keyword=core",ram_bucket=unknown,0.1452991452991453,1.0,0.1452991452991453,1.0,1.0,1.0,0.0,inf,0.0,0.14529914529914534,0.0,0.5726495726495726
"keyword=core, keyword=geforce, ram_bucket=unknown, rating_bucket=low",storage_bucket=128gb,0.1452991452991453,1.0,0.1452991452991453,1.0,1.0,1.0,0.0,inf,0.0,0.14529914529914534,0.0,0.5726495726495726
"brand=acer, keyword=aspire, price_segment=budget, ram_bucket=unknown",keyword=acer,0.11965811965811966,0.21367521367521367,0.11965811965811966,1.0,4.680000000000001,1.0,0.09409014537219666,inf,0.8932038834951458,0.5600000000000002,1.0,0.78
"keyword=core, keyword=home, rating_bucket=medium",storage_bucket=128gb,0.11965811965811966,1.0,0.11965811965811966,1.0,1.0,1.0,0.0,inf,0.0,0.11965811965811966,0.0,0.5598290598290598
"keyword=core, keyword=linux, storage_bucket=128gb",ram_bucket=unknown,0.11965811965811966,1.0,0.11965811965811966,1.0,1.0,1.0,0.0,inf,0.0,0.11965811965811966,0.0,0.5598290598290598
